smarts
[C&H3]-[C&H1]-[C&H0&R]=[C&H1&R]-[C&H0&R]
[O&H0&R]-[C&H0&R]-[C&H2]-[Br&H0]
[n&H0&R]:[c&H0&R]-[C&H1&R]-[C&H2&R]-[O&H0&R]
[C&H1&R2](-[c&H0&R2]:[n&H0&R]-[C&H3])-[C&H0&R]
[C&H1&R2]-[C&H0&R2](-[C&H0&R]-[c&H0&R2])-[O&H1]
[n&H0&R]:[c&H0&R]:[c&H0&R]-[C&H1]=[C&H0&R]
[C&H1](-[C&H2]-[O&H0])-[C&H0]-[C&H3]
[C&H2]-[S&H0]-[C&H0&R]=[N&H0&R]-[C&H0&R]
[C&H1&R2](-[C&H2&R2])-[C&H1&R2]-[S&H0&R]
[c&H0&R2](:[c&H0&R2](:[c&H1&R]):[n&H0&R&+]):[n&H0&R]
[C&H3]-[C&H1&R]-[N&H2&R&+]-[C&H2&R]-[c&H0&R2]
[C&H1](-[C&H3])-[C&H0&R]-[C&H2]-[C&H1]
[N&H1&R]-[C&H1&R](-[C&H2&R])-[C&H1]-[c&H0&R]
[C&H0&R]-[C&H0&R2]=[C&H0&R2]-[C&H0&R2]-[C&H0&R]
[C&H0](=[S&H0])-[c&H0&R]:[s&H0&R]:[c&H0&R2]
[C&H2]-[C&H1]=[C&H0](-[C&H1])-[C&H1]
[c&H1&R]:[c&H1&R]:[c&H0&R2]-[P&H0&R]-[O&H1]
[C&H2]-[C&H0](=[O&H0])-[O&H0]
[c&H0&R3]-[C&H1&R3]-[C&H0&R2]
[N&H0&R]-[C&H2&R]-[C&H1&R]=[C&H0&R]-[N&H1]
[S&H0](=[O&H0])-[C&H2]-[C&H1]-[c&H0&R]
[C&H1]-[C&H2]-[C&H0]-[N&H1]-[C&H1&R]
[C&H1]-[C&H1]-[C&H0&R3]-[C&H2&R2]
[C&H2&R]-[C&H0&R3](-[C&H1&R2])-[C&H0&R3]
[c&H0&R2]-[C&H1&R2](-[C&H2&R])-[C&H0&R2]-[C&H2&R]
[c&H0&R](:[n&H0&R&+]):[s&H0&R]:[c&H0&R2]:[c&H1&R]
[c&H0&R2]-[C&H1&R2]-[C&H1&R2](-[C&H2&R])-[C&H0&R]
[C&H1&R2]-[C&H1&R]=[C&H0&R2]-[C&H0&R2]-[C&H1&R]
[c&H0&R2]1:[c&H0&R2]:[c&H1&R]:[n&H0&R]:[n&H0&R&-]:1
[C&H0]-[N&H0&R]-[C&H1&R]-[C&H0&R]-[O&H0&R]
[C&H2&R]-[N&H0&R]-[C&H0&R]-[c&H0&R2]:[n&H0&R]
[C&H0]-[c&H0&R](:[c&H1&R]):[c&H0&R]-[O&H0&-]
[C&H0](-[C&H0]#[C&H0]-[Cl&H0])-[C&H1&R]
[c&H0&R](:[c&H1&R])-[C&H2]-[P&H1]-[C&H2]
[C&H1&R](-[C&H1&R]-[C&H0&R]-[F&H0])-[C&H2]
[O&H0]-[C&H1&R]-[N&H1&R]-[c&H0&R2]
[c&H0&R2](-[C&H2&R]):[s&H0&R]
[C&H2&R](-[c&H0&R2]:[c&H0&R2]:[c&H0&R2])-[N&H0&R]
[S&H0&R&+]-[C&H2&R]-[C&H2&R]-[O&H0&R]
[c&H0&R2]:[n&H0&R]:[c&H0&R]-[C&H2]-[C&H1]
[C&H1&R]-[C&H0&R2](-[C&H0&R2]-[C&H0&R])-[C&H3]
[C&H1]-[C&H0]-[C&H1&R]-[O&H0&R]
[C&H1&R](-[C&H0&R](-[C&H0])-[O&H1])-[C&H3]
[C&H2]-[C&H1]-[O&H0]-[C&H2]-[C&H0&R]
[N&H0&R2](-[C&H1&R]-[C&H1&R]-[O&H1])-[C&H1&R2]
[N&H0](-[C&H2])-[c&H0&R]:[n&H1&R]
[N&H0&R2&+](-[C&H1&R2](-[C&H2&R])-[c&H0&R2])-[C&H1&R2]
[C&H0&R]-[C&H0&R3]-[C&H0&R3](-[C&H1&R3])-[C&H0]
[C&H0&R]-[C&H0&R](=[C&H0&R]-[C&H0&R])-[C&H2]
[C&H2&R]-[C&H0&R](-[c&H0&R2]:[c&H0&R2])=[N&H0]
[N&H1]-[C&H1&R]-[C&H2&R]-[C&H0&R]
[c&H0&R2]:[c&H0&R2]-[C&H0&R]-[C&H0&R]-[F&H0]
[n&H0&R]:[c&H0&R2]:[n&H1&R]:[c&H0&R]:[n&H0&R]
[C&H1&R]=[C&H1&R]-[C&H0&R]-[C&H0&R2]-[O&H0&R]
[c&H1&R]:[n&H0&R]:[c&H0&R]:[c&H0&R]-[N&H2]
[C&H0&R]=[C&H1&R]-[C&H2&R]-[C&H1&R2]-[C&H1&R2]
[C&H1](-[C&H1]=[C&H1])-[O&H0]
[C&H1&R](-[C&H1&R](-[C&H1&R2])-[O&H1])-[O&H1]
[S&H0]-[C&H0&R]=[N&H0&R]-[c&H0&R2]:[c&H1&R]
[C&H0&R]1-[C&H2&R]-[O&H0&R]-[C&H0&R]-[N&H0&R]-1
[C&H0&R](=[N&H0&R]-[c&H0&R2])-[S&H0]
[N&H0]=[C&H0&R](-[c&H0&R2])-[C&H0&R]
[O&H0]-[C&H0](-[C&H3])-[C&H3]
[n&H0&R2](:[c&H1&R]):[c&H0&R2]-[c&H0&R2]
[C&H0&R2]-[N&H0&R3&+](-[C&H0&R2]-[C&H2&R2])-[C&H3]
[C&H1]=[C&H0](-[C&H0]-[C&H3])-[I&H0]
[c&H0&R2](:[c&H0&R2])-[S&H0&R]-[C&H1&R2]
[n&H0&R&+](:[n&H0&R]:[n&H0&R]-[c&H0&R])-[O&H0&-]
[C&H2&R]-[C&H0&R2]=[C&H0&R2]-[C&H0&R]-[C&H0&R2]
[C&H0&R2]-[C&H1&R2]-[C&H0&R](-[F&H0])-[F&H0]
[C&H0&R2](-[C&H2&R])(-[C&H0&R2])-[O&H0&R]-[C&H0&R]
[C&H0](=[N&H0])-[C&H1&R]-[C&H2&R]-[N&H0&R]
[C&H1&R]-[C&H0&R2]-[N&H0&R]-[C&H0]-[C&H3]
[C&H0&R](=[N&H0]-[c&H0&R])-[S&H0&R]
[C&H0]-[C&H0&R]-[C&H0&R]-[C&H2]
[c&H0&R](:[n&H0&R2])-[N&H1]
[C&H1&R2](-[N&H0&R]-[N&H0&+]-[O&H0&-])-[N&H1&R]
[C&H1]-[O&H0]-[C&H2]-[C&H1]=[C&H1]
[C&H2]-[C&H1]-[c&H0&R]:[c&H1&R]:[c&H1&R]
[C&H1&R](-[C&H2&R])-[N&H0&R2]-[c&H0&R3]
[C&H0&R]-[C&H1&R2]-[C&H1&R]-[c&H0&R]:[c&H0&R]
[C&H2&R2]-[C&H1&R2]-[N&H0&R]-[S&H0]
[C&H3]-[N&H0]-[S&H0]-[O&H0]-[c&H0&R]
[O&H0&R]-[C&H2&R]-[C&H1&R]-[c&H0&R]
[C&H2&R]-[C&H0&R](=[C&H1&R])-[n&H0&R]
[C&H2]-[O&H0]-[C&H0]-[N&H1]-[C&H0&R]
[c&H0&R2](:[c&H0&R2](=[C&H1&R]):[n&H0&R]):[o&H0&R]
[c&H0&R2](:[c&H0&R2]:[c&H0&R]-[N&H2]):[c&H0&R]
[P&H0]-[N&H1]-[n&H0&R]:[c&H1&R]
[N&H0&R&+](=[C&H0&R]-[c&H0&R2])-[C&H0&R]
[C&H1&R](-[C&H0&R]-[Cl&H0])-[S&H0]-[c&H0&R]
[C&H0]-[O&H0]-[C&H0&R2](-[C&H0&R2])-[C&H0&R]
[c&H0&R2](:[c&H0&R2]:[c&H0&R]-[C&H1]):[n&H0&R&+]
[C&H1&R3](-[C&H2&R2])-[C&H0&R3]-[C&H0&R]-[N&H2]
[c&H0&R]-[O&H0]-[C&H0]-[c&H0&R]:[o&H0&R]
[c&H0&R2]:[c&H0&R](:[c&H0&R]-[F&H0])-[N&H0&+]
[C&H0&R](=[O&H0])-[N&H0&R2]-[C&H0&R2]-[O&H0&R]
[C&H0&R]-[C&H0&R2]-[C&H1&R](-[C&H0&R])-[C&H0]
[C&H2&R]-[C&H1&R]-[C&H2]-[N&H0]-[C&H3]
[C&H0](=[O&H0])-[C&H0](-[C&H2])-[Cl&H0]
[C&H1&R2](-[C&H1&R2])-[C&H0&R]-[C&H3]
[C&H1](-[C&H0](=[C&H1])-[C&H0])-[C&H0]
[C&H0&R](-[N&H0&R]-[C&H0&R]=[O&H0])-[C&H2]
[c&H0&R2](:[c&H0&R2]):[c&H0&R2]:[c&H0&R]-[N&H2]
[C&H0&R3](-[C&H1&R3])-[C&H0&R2]-[O&H0]
[C&H1](-[C&H0](=[O&H0])-[N&H0])-[Br&H0]
[C&H3]-[C&H1&R](-[C&H1&R]-[C&H3])-[C&H0&R]
[N&H0]=[C&H0](-[N&H2])-[N&H0&+]-[O&H0&-]
[c&H0&R2]1-[C&H0&R]-[C&H2&R]-[O&H0&R]-[c&H0&R2]:1
[C&H0&R2](-[C&H0&R2])-[C&H0&R2]-[C&H0&R2]=[C&H1&R]
[c&H0&R2](:[c&H0&R2]):[n&H0&R](:[n&H0&R])-[C&H3]
[c&H0&R]-[C&H1&R]1-[N&H0&R]-[O&H0&R]-1
[C&H3]-[N&H0&R&+](-[C&H2&R])-[C&H1&R]-[c&H0&R]
[c&H0&R](:[c&H0&R]:[c&H0&R])-[C&H0]-[I&H0]
[c&H0&R]:[c&H0&R](:[c&H0&R]-[C&H1])-[N&H0&+]
[C&H0&R](-[O&H0&R])-[C&H0]-[N&H1]-[C&H2]
[C&H0&R2](-[c&H0&R2])-[C&H0&R]-[Br&H0]
[c&H1&R]:[c&H0&R2]:[s&H0&R]:[c&H0&R]-[C&H3]
[n&H0&R2](:[c&H0&R2])-[S&H0&R]-[c&H0&R2]:[c&H0&R2]
[C&H0&R2]-[C&H1&R2]-[C&H0&R2]-[C&H0&R2]
[C&H0&R2](-[C&H1&R]-[C&H2])(-[O&H0&R])-[O&H0&R]
[C&H0&R2]-[C&H0&R2](=[O&H0])-[C&H1&R4]
[P&H0](-[C&H0]-[P&H0])-[O&H1]
[C&H1](-[C&H2]-[N&H1&R&+]-[C&H2&R])-[O&H1]
[C&H1&R2]-[C&H0&R](-[C&H3])-[C&H0]
[C&H1](-[C&H1]-[C&H2])-[N&H1]-[C&H3]
[C&H0&R](-[C&H0&R]-[N&H0&R]-[C&H1&R])-[C&H0]
[c&H0&R2](:[n&H1&R&+]:[c&H0&R2]):[n&H0&R2]-[C&H0&R]
[C&H2]-[N&H0]-[C&H0]-[S&H1]
[n&H0&R]:[c&H0&R]-[n&H0&R]:[c&H0&R]-[C&H3]
[C&H2&R]-[C&H2&R]-[C&H1&R]=[C&H0&R]-[N&H0&R]
[C&H3]-[P&H0&R]-[C&H0&R3](-[C&H0&R3])-[C&H2&R]
[c&H0&R2](:[c&H1&R]):[c&H0&R2]-[O&H0&R]-[C&H0&R]
[c&H0&R](:[n&H0&R]:[c&H1&R])-[N&H2]
[c&H1&R](:[c&H0&R]:[c&H0&R]):[c&H0&R2]
[c&H0&R](:[c&H0&R]:[c&H0&R]-[Cl&H0]):[n&H0&R]
[c&H0&R](:[c&H0&R]-[C&H1&R]-[C&H2&R])-[C&H1]
[C&H0&R](-[C&H2&R])-[C&H2&R]-[C&H0&R]
[C&H1&R]-[C&H0&R]-[C&H0&R]-[C&H0&R2]-[C&H2&R]
[C&H2&R](-[C&H1&R2]-[N&H0&R2])-[C&H0&R]-[C&H0]
[C&H0&R](-[C&H0&R](-[C&H3])-[N&H1])-[N&H0&R]
[C&H1&R4](-[C&H1&R4])-[C&H0&R4](-[C&H2&R3])-[C&H3]
[N&H0&+]-[c&H0&R]:[c&H0&R](:[c&H1&R])-[F&H0]
[c&H0&R](:[c&H0&R2]):[c&H0&R2]:[c&H1&R]:[c&H0&R2]
[c&H0&R2](:[c&H0&R](=[O&H0]):[n&H0&R]):[s&H0&R]
[c&H0&R2](:[c&H0&R2]):[c&H0&R]:[c&H0&R]-[N&H1]
[N&H0&R]-[C&H0&R](-[C&H1&R2]-[C&H0&R2])-[C&H0]
[c&H0&R]:[c&H1&R]:[c&H0&R](:[s&H0&R])-[S&H0]
[C&H0&R3]=[C&H0&R3]-[C&H1&R]-[c&H0&R]
[C&H1&R2](-[C&H2&R2])-[C&H1&R3]-[C&H2&R2]-[C&H2&R2]
[C&H3]-[C&H0&R2]-[C&H1&R]-[C&H0]-[O&H0]
[c&H0&R]:[c&H0&R]:[c&H0&R]-[C&H1]-[C&H0&R]
[c&H1&R](:[c&H0&R2]:[n&H0&R]):[c&H0&R]:[n&H1&R]
[C&H2&R]-[C&H1&R2]-[C&H0&R]=[C&H1]-[C&H1]
[C&H0&R](=[C&H1&R])-[O&H0&R]-[C&H1&R]-[C&H1&R]
[N&H0&R](-[c&H0&R2])-[C&H0&R]-[Cl&H0]
[o&H0&R]:[c&H0&R](=[S&H0]):[n&H0&R]-[C&H3]
[S&H0](=[O&H0])-[C&H2]-[C&H0]-[O&H0]
[c&H0&R]:[c&H1&R]:[c&H0&R2]-[C&H2&R]-[C&H0&R]
[C&H2]-[N&H0&R]-[C&H0&R]=[N&H1]
[c&H0&R](:[c&H1&R])-[C&H2]-[N&H2&+]
[c&H0&R]:[c&H1&R]:[c&H0&R]-[N&H1]-[C&H2]
[C&H2&R]1-[C&H1&R](-[C&H0&R]-1)-[F&H0]
[O&H0]-[C&H0]-[C&H1&R]-[C&H0&R]-[C&H0]
[C&H0&R2]1(-[C&H2&R])-[C&H2&R]-[N&H0&R]-[C&H2&R]-1
[C&H1]-[C&H0&R2]-[C&H0&R3]-[C&H0&R3]-[C&H1&R2]
[C&H1](-[C&H3])-[C&H1&R](-[C&H1&R2])-[N&H1&R]
[c&H0&R]:[n&H0&R]:[c&H1&R]:[c&H0&R]:[c&H0&R]
[C&H3]-[C&H0&R3]-[O&H0&R2]
[C&H1&R](-[C&H2&R])-[C&H0&R2](-[C&H0&R2])-[C&H3]
[N&H0&R2]-[C&H1&R3]-[C&H2&R2]-[C&H1&R3]-[O&H0&R2]
[C&H0&R](-[C&H2&R])-[C&H0&R](-[C&H2&R])-[O&H0&R]
[C&H2]-[N&H0]-[C&H0&R2](-[C&H2&R])-[C&H1&R2]
[C&H1](-[C&H2])-[N&H0&R&+]-[C&H3]
[n&H0&R&+](:[n&H0&R]):[c&H0&R]-[C&H0]
[c&H0&R2]:[n&H0&R]:[c&H1&R]:[c&H0&R]-[S&H0]
[C&H3]-[C&H0&R]-[C&H1&R](-[N&H0&R])-[N&H1]
[C&H1&R](-[C&H1&R2])-[c&H0&R]:[c&H0&R]-[O&H1]
[C&H1&R](-[c&H0&R2])-[N&H0&+](=[O&H0])-[O&H0&-]
[C&H0&R2](-[C&H2&R]-[C&H0&R]-[C&H0&R2])-[Cl&H0]
[C&H2&R](-[C&H0&R2](=[C&H0&R2])-[N&H1&R])-[O&H0&R]
[c&H0&R2]:[s&H0&R]:[c&H1&R]:[c&H0&R]-[C&H1]
[C&H3]-[C&H0&R]=[N&H0&R]-[n&H0&R2]:[c&H1&R]
[C&H1&R](-[C&H2&R])-[C&H0]#[C&H0]-[C&H2]
[c&H0&R2](-[C&H2&R]-[N&H2&R&+]):[c&H0&R]
[c&H0&R2]:[n&H0&R]:[c&H0&R2]:[c&H0&R2]-[N&H1&R]
[C&H0&R]-[C&H0&R]-[C&H0&R2]-[C&H0&R2]-[Cl&H0]
[c&H1&R]:[c&H0&R]-[N&H1]-[C&H0&R]-[N&H1&R]
[C&H0&R]-[C&H1&R2]-[C&H1&R2]-[N&H0&R]-[C&H2&R]
[C&H2]=[C&H0&R]-[C&H1&R2]-[C&H1&R2]
[C&H0]-[C&H1&R]-[C&H1&R]=[C&H0&R]-[C&H2&R]
[O&H0]-[C&H0&R]-[C&H1&R]-[O&H0]-[C&H0]
[N&H1&R]-[c&H0&R2]:[n&H0&R2]-[c&H0&R2]
[C&H0&R]-[N&H0&R2]-[C&H0&R2]-[N&H0&R]
[c&H1&R]:[n&H0&R3&+]
[c&H1&R](:[c&H1&R]):[c&H0&R2]=[C&H1&R]
[C&H0&R3](-[C&H0&R3]-[C&H1&R2])-[O&H0&R]
[C&H2&R](-[C&H2&R]-[C&H1&R]-[N&H0])-[C&H2&R]
[N&H0]=[C&H0](-[C&H3])-[C&H2]-[c&H0&R]
[n&H1&R]:[c&H0&R2]:[c&H0&R2]:[c&H0&R]:[c&H0&R]
[c&H0&R]-[C&H0&R](=[N&H0&R]-[O&H0&R])-[C&H0&R]
[c&H0&R]-[C&H1&R](-[c&H0&R2]:[c&H0&R2])-[N&H2&R&+]
[C&H3]-[C&H1&R]-[C&H0&R]-[N&H1]
[C&H1&R2]-[C&H2&R]-[C&H1&R]-[C&H2&R]
[C&H0](-[C&H0](-[C&H2])-[O&H1])-[O&H1]
[C&H1&R]-[N&H0&R2]-[C&H0&R](=[O&H0])-[c&H0&R2]
[C&H0&R2]-[N&H0&R2]-[C&H1&R]=[C&H0&R2]-[C&H1&R]
[C&H3]-[C&H1&R](-[C&H1&R]-[C&H2&R])-[C&H1&R]
[c&H0&R](:[c&H0&R]):[n&H0&R2]:[n&H1&R]
[C&H1]-[N&H1]-[C&H0&R]-[S&H0&R]
[C&H1&R]-[N&H1&R&+]-[C&H1&R]-[C&H3]
[C&H1&R2]-[N&H0&R2]-[C&H1&R]=[C&H0&R]-[C&H0]
[n&H0&R2&+]:[c&H0&R2]:[c&H0&R2]:[o&H0&R]
[C&H1&R3](-[O&H0&R2])-[C&H2&R2]-[O&H0&R2]
[C&H3]-[C&H0&R2](-[C&H1&R2]-[C&H0&R])-[C&H1&R]
[c&H0&R2]:[n&H0&R2]:[c&H0&R2](:[n&H0&R]):[s&H0&R]
[s&H0&R]:[c&H0&R2]:[c&H0&R2]:[c&H0&R]-[F&H0]
[c&H0&R](:[c&H0&R]:[n&H0&R])-[C&H1]-[C&H1]
[n&H0&R2]:[c&H0&R2](:[n&H0&R]):[n&H1&R]:[n&H1&R]
[c&H0&R2]:[n&H0&R2](:[c&H0&R2]-[C&H0&R]):[n&H0&R]
[P&H0](-[O&H1])-[S&H0]-[P&H0]-[O&H1]
[s&H0&R]:[c&H0&R2](:[c&H0&R3]):[c&H1&R]:[c&H1&R]
[N&H0&R]-[C&H1&R](-[C&H1&R]-[C&H0])-[c&H0&R]
[C&H2&R]-[C&H0&R](=[N&H0]-[N&H1])-[C&H1&R]
[C&H1&R]-[C&H1&R2]-[C&H2&R]-[C&H1&R2]-[C&H1&R]
[C&H0&R]=[N&H1&R&+]-[C&H0&R]-[C&H0&R2]-[C&H2&R]
[c&H0&R2]:[c&H0&R2](:[c&H1&R]):[n&H0&R]-[C&H1]
[n&H0&R]:[c&H0&R2]-[C&H0&R](-[c&H0&R2])=[O&H0]
[c&H0&R5]=[C&H0&R4]-[C&H0]#[N&H0]
[c&H0&R]-[S&H0]-[C&H0]=[C&H0&R]-[S&H0&R]
[C&H1&R](-[C&H2&R]-[C&H2&R])-[P&H0]-[c&H0&R]
[n&H0&R2](:[c&H0&R2]):[c&H0&R2]:[n&H1&R]
[C&H0&R2]=[C&H0&R2](-[C&H1&R])-[C&H1&R2]-[N&H2&R&+]
[C&H1&R3]-[C&H2&R2]-[C&H1&R4](-[C&H1&R4])-[C&H1&R4]
[c&H0&R]:[c&H0&R]-[N&H1]-[c&H0&R]:[c&H0&R2]
[P&H0](-[C&H1&R2])-[O&H0]-[C&H3]
[C&H1&R2]-[C&H1&R2]-[C&H0&R](=[C&H1&R])-[C&H3]
[C&H2]-[C&H0]-[c&H0&R](:[c&H1&R]):[c&H0&R]
[N&H0&+](-[C&H3])-[C&H2]-[c&H0&R]:[o&H0&R]
[P&H0&R]-[C&H1&R]-[C&H2&R]
[C&H2](-[C&H1]-[N&H3&+])-[S&H0]-[O&H0&-]
[n&H0&R]:[c&H0&R2]:[n&H0&R2&+](:[c&H1&R]):[n&H1&R]
[C&H0&R2](=[C&H0&R2]-[C&H1&R])-[C&H2&R]-[C&H2&R]
[C&H0&R](=[C&H1&R])-[C&H2&R]-[N&H0&R]-[C&H3]
[N&H0&R2]-[C&H2&R]-[C&H0&R](=[O&H0])-[C&H2&R]
[C&H0&R]-[N&H0&R2]-[C&H2&R]-[C&H2&R]-[C&H2&R]
[c&H0&R]-[C&H2]-[C&H0](-[C&H2])-[C&H2]
[C&H2&R]-[C&H2&R]-[C&H2&R]-[c&H0&R2]:[n&H0&R&+]
[C&H2]-[N&H0&+]-[c&H0&R]:[c&H1&R]:[c&H1&R]
[c&H0&R]-[C&H0&R]=[C&H1&R]-[P&H0&R]=[O&H0]
[C&H1&R]-[C&H1&R]-[C&H0&R2]-[C&H0&R2]=[C&H0&R2]
[C&H0&R](-[C&H2&R])(-[C&H0]#[N&H0])-[O&H1]
[C&H1&R](-[C&H0&R](=[O&H0])-[O&H0&R])-[C&H0&R]
[n&H0&R2&+]:[n&H0&R]:[c&H0&R]-[S&H0]-[C&H2]
[N&H1&+]-[N&H1]-[S&H0]-[C&H0]
[C&H2]=[c&H0&R]:[c&H0&R]:[c&H0&R]:[n&H0&R]
[C&H1&R]-[C&H0&R2]-[C&H0&R2](=[C&H0&R2])-[N&H1&R]
[c&H0&R](:[c&H0&R]-[N&H0]-[C&H2]):[c&H0&R]
[n&H0&R2](:[c&H0&R2]-[C&H2&R]-[S&H0&R]):[c&H0&R2]
[C&H2&R]-[N&H0&R](-[O&H0&R])-[C&H2]
[c&H0&R](:[c&H0&R]:[c&H1&R]:[n&H0&R&+]):[c&H1&R]
[c&H0&R2](:[c&H0&R2]):[c&H0&R](:[c&H1&R])-[P&H0]
[C&H0&R]-[C&H0&R3](-[C&H0&R2]-[C&H2&R])-[C&H1&R2]
[C&H0&R](-[N&H0&R&+]-[C&H0&R]-[C&H3])-[C&H3]
[C&H0&R2]-[C&H1&R2](-[C&H0&R2])-[C&H0&R]-[O&H0&R]
[C&H0](-[C&H0](=[C&H0])-[F&H0])-[F&H0]
[c&H0&R]:[c&H1&R]:[c&H0&R2]:[c&H0&R2]:[n&H0&R&+]
[C&H2](-[C&H2]-[S&H0]-[C&H1])-[N&H2]
[C&H0](=[O&H0])-[n&H0&R]:[c&H0&R]=[O&H0]
[C&H0]-[N&H0]=[C&H0](-[N&H2])-[n&H0&R]
[c&H1&R]:[c&H0&R]:[c&H0&R](:[o&H0&R])-[c&H0&R]
[C&H0](-[C&H2])(-[C&H1])-[N&H1]-[C&H0]
[C&H2&R](-[C&H2&R]-[O&H0&R]-[S&H0&R])-[C&H2&R]
[s&H0&R]:[c&H0&R]-[C&H0]-[C&H1]-[C&H0]
[c&H0&R]-[N&H0&R]-[c&H0&R2]:[c&H1&R]:[c&H1&R]
[C&H3]-[n&H0&R&+]:[c&H0&R](:[c&H0&R])-[I&H0]
[c&H0&R]:[n&H0&R]:[o&H0&R]
[C&H2]-[n&H0&R](:[c&H0&R]:[n&H0&R]):[n&H1&R]
[C&H0&R](-[C&H0](=[O&H0])-[O&H1])-[N&H1]
[C&H1&R](-[C&H1&R]=[C&H1&R])-[N&H0&R]-[c&H0&R2]
[C&H0&R](-[C&H2&R])(-[C&H1&R2])-[C&H3]
[C&H0]-[C&H1&R](-[C&H1&R])-[C&H1&R]
[c&H0&R](:[c&H1&R])-[N&H0]-[C&H1&R]-[C&H0&R]
[C&H3]-[C&H2]-[O&H0]-[C&H2]-[N&H0&R]
[c&H0&R](:[c&H0&R2]:[c&H1&R]:[c&H0&R])-[N&H0]
[C&H0]-[C&H0&R2]-[C&H1&R2]-[C&H1&R]
[C&H0](=[O&H0])-[C&H0&R]-[N&H2]
[O&H0]-[C&H0]-[C&H0&R3]-[C&H1&R4]
[c&H0&R](:[c&H1&R]:[n&H0&R&+]-[O&H0&-])-[O&H1]
[c&H0&R]:[c&H0&R]-[N&H1]-[C&H2]
[N&H1]-[c&H0&R]:[c&H0&R]-[C&H2]-[c&H0&R]
[C&H3]-[N&H0&R]-[c&H0&R2]:[c&H0&R2]-[S&H0&R]
[C&H0&R](=[C&H1]-[Cl&H0])-[S&H0&R]-[C&H0&R]
[C&H0&R](=[C&H0&R]-[C&H0&R2]-[C&H0&R2])-[Cl&H0]
[C&H0&R](-[C&H0&R]-[N&H0&R]-[c&H0&R])-[C&H0&R]
[C&H2&R]-[C&H1&R]-[C&H0]-[N&H0&R]-[C&H1&R]
[n&H0&R](:[c&H1&R])-[C&H2]-[C&H0]
[N&H0]-[C&H0&R]-[N&H0&R]-[C&H0&R]-[C&H3]
